sector,district,current_employment,projected_employment_2yr,growth_rate_percent,key_roles_in_demand,skills_gap_percent,avg_salary_offered,training_alignment_score,employer_satisfaction_score,hiring_intent_next_quarter,technology_adoption_level,automation_risk,green_jobs_potential,last_survey_date
IT & Software Services,Mumbai,11778,13357,13.41,Software Developer; Data Analyst; Cloud Engineer; DevOps Engineer; Cybersecurity Analyst,43.21,118924,77.53,40.35,Low,Emerging,Low,High,2026-06-16
Agriculture & Food Processing,Akola,38159,41569,8.94,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,38.58,46991,59.4,85.0,Medium,Emerging,Low,Low,2026-08-02
Agriculture & Food Processing,Latur,10848,12082,11.38,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,51.15,30487,31.71,43.62,No Change,Moderate,High,Medium,2026-03-23
Agriculture & Food Processing,Dhule,40555,42632,5.12,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,27.35,36979,64.64,45.18,Medium,Advanced,Medium,High,2026-03-25
Agriculture & Food Processing,Ahmednagar,23510,24889,5.87,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,22.89,67193,31.13,79.02,Medium,Moderate,Medium,High,2026-03-09
Agriculture & Food Processing,Chandrapur,46108,47747,3.56,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,16.05,38732,70.79,75.12,Low,Advanced,Medium,High,2026-07-18
Agriculture & Food Processing,Parbhani,37370,40852,9.32,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,38.31,47995,46.95,62.81,High,Basic,High,Low,2026-07-10
Agriculture & Food Processing,Jalna,16623,18304,10.12,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,57.01,21988,41.82,53.05,No Change,Emerging,High,Low,2026-04-18
Agriculture & Food Processing,Bhiwandi,26709,28681,7.39,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,32.49,29712,48.38,57.56,High,Advanced,High,High,2026-06-14
Agriculture & Food Processing,Nanded,44621,48175,7.97,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,52.95,57810,33.37,86.17,Medium,Emerging,Low,Low,2026-07-03
Agriculture & Food Processing,Satara,43902,48940,11.48,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,54.27,61782,59.73,46.09,No Change,Advanced,High,Low,2026-06-23
Agriculture & Food Processing,Beed,48934,53771,9.89,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,26.91,49812,45.11,80.88,High,Emerging,Low,Medium,2026-04-08
Agriculture & Food Processing,Yavatmal,26373,28824,9.3,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,30.97,66773,46.87,87.69,Medium,Emerging,Medium,Medium,2026-03-09
Agriculture & Food Processing,Osmanabad,14301,15680,9.65,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,28.01,45336,54.12,41.46,High,Moderate,Medium,High,2026-04-14
Agriculture & Food Processing,Raigad,11812,13011,10.16,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,59.48,29694,35.89,79.71,No Change,Advanced,High,High,2026-07-03
Agriculture & Food Processing,Ratnagiri,44797,48181,7.56,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,35.49,45443,80.5,70.64,High,Advanced,High,Low,2026-05-03
Agriculture & Food Processing,Sindhudurg,38560,40597,5.28,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,26.1,35362,41.39,56.38,Medium,Basic,Low,Low,2026-05-26
Agriculture & Food Processing,Wardha,42131,44096,4.66,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,42.69,66764,55.68,89.27,Low,Emerging,Medium,Low,2026-07-24
Agriculture & Food Processing,Washim,24307,26172,7.67,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,15.11,31521,53.58,81.12,Medium,Moderate,High,Medium,2026-07-12
Agriculture & Food Processing,Gondia,29065,30413,4.64,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,31.07,69238,78.76,62.5,No Change,Advanced,Medium,Low,2026-05-17
Agriculture & Food Processing,Bhandara,35342,39233,11.01,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,58.43,30977,77.22,49.91,Medium,Advanced,Low,High,2026-04-27
Agriculture & Food Processing,Gadchiroli,19975,21678,8.53,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,18.5,55999,44.7,67.91,No Change,Advanced,High,Low,2026-05-18
Agriculture & Food Processing,Hingoli,43275,46525,7.51,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,47.88,41613,57.0,70.74,High,Emerging,Medium,Low,2026-08-19
Agriculture & Food Processing,Nandurbar,25391,27614,8.76,Farm Supervisor; Food Processing Operator; Quality Inspector; Cold Chain Manager; Agriculture Technician,17.97,59919,33.01,52.71,High,Moderate,Low,Medium,2026-07-26
Textiles,Mumbai,23523,24853,5.66,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,28.26,51832,63.89,48.6,High,Emerging,High,High,2026-03-11
Textiles,Pune,15054,16009,6.34,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,21.7,21576,54.82,50.3,High,Basic,Low,Medium,2026-06-03
Textiles,Nagpur,20671,23137,11.93,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,34.12,48796,76.62,87.69,No Change,Moderate,Medium,Low,2026-05-15
Textiles,Thane,34912,38364,9.89,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,37.3,20127,52.47,80.34,No Change,Advanced,Medium,High,2026-07-08
Textiles,Nashik,40842,44953,10.07,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,25.46,46090,69.2,47.8,No Change,Basic,Low,Medium,2026-05-21
Textiles,Aurangabad,31803,34247,7.69,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,28.2,23476,65.49,83.59,High,Moderate,High,Low,2026-05-29
Textiles,Solapur,34976,36292,3.76,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,25.72,34066,61.42,62.04,Medium,Basic,High,High,2026-08-20
Textiles,Amravati,48451,50730,4.71,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,25.44,28594,78.46,64.41,Low,Advanced,Low,High,2026-07-30
Textiles,Kolhapur,15214,16206,6.52,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,39.63,19003,30.38,73.67,High,Moderate,Medium,High,2026-04-14
Textiles,Sangli,38302,39589,3.36,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,43.45,51994,33.9,72.39,High,Advanced,High,Medium,2026-07-28
Textiles,Jalgaon,16767,17684,5.47,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,19.17,32572,44.52,67.98,High,Emerging,Medium,Medium,2026-03-30
Textiles,Akola,8341,9244,10.83,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,37.73,48674,64.5,71.86,Medium,Advanced,Medium,Medium,2026-06-28
Textiles,Latur,47666,52191,9.49,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,37.61,23271,37.18,65.71,Low,Moderate,Low,Medium,2026-07-24
Textiles,Dhule,3771,4219,11.9,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,57.59,18740,67.03,71.18,High,Basic,High,High,2026-07-09
Textiles,Ahmednagar,7268,7763,6.82,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,31.95,69334,77.44,61.26,Medium,Basic,High,Medium,2026-07-04
Textiles,Chandrapur,47876,51127,6.79,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,55.82,29355,40.05,45.02,Low,Moderate,Low,High,2026-03-09
Textiles,Parbhani,42677,47670,11.7,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,22.99,37415,73.54,65.75,High,Basic,Medium,High,2026-09-02
Textiles,Jalna,31699,34380,8.46,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,38.15,61781,50.36,79.16,Low,Basic,High,Medium,2026-04-26
Textiles,Bhiwandi,9753,10281,5.42,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,53.64,48727,83.27,65.54,Low,Advanced,High,Medium,2026-08-16
Textiles,Nanded,41671,44112,5.86,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,41.29,52343,58.47,59.9,No Change,Emerging,High,Medium,2026-03-19
Textiles,Satara,14059,14963,6.44,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,39.65,33379,80.15,54.99,Medium,Advanced,Low,Medium,2026-03-22
Textiles,Beed,28324,29786,5.16,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,24.58,39511,30.5,46.47,No Change,Advanced,Medium,Low,2026-04-16
Textiles,Yavatmal,29671,31000,4.48,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,27.87,31604,41.45,44.92,Low,Moderate,High,Low,2026-08-13
Textiles,Osmanabad,3162,3358,6.22,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,39.24,37256,59.96,82.83,Medium,Advanced,High,Low,2026-05-30
Textiles,Raigad,33423,36273,8.53,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,28.95,45059,31.15,41.82,Medium,Advanced,High,High,2026-07-16
Textiles,Ratnagiri,23958,26166,9.22,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,57.73,47238,47.99,74.34,High,Emerging,Medium,Low,2026-07-03
Textiles,Sindhudurg,38674,42618,10.2,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,25.77,65553,70.04,79.42,No Change,Basic,Low,Low,2026-07-23
Textiles,Wardha,16859,17671,4.82,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,45.33,18896,59.93,62.98,Medium,Advanced,Low,High,2026-04-27
Textiles,Washim,10122,10467,3.41,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,52.27,23698,72.55,86.04,Medium,Basic,High,High,2026-03-29
Textiles,Gondia,31155,34468,10.64,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,17.95,50615,34.79,54.15,Low,Basic,Low,Low,2026-06-13
Textiles,Bhandara,46181,50874,10.16,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,47.95,19438,67.74,60.0,High,Emerging,High,Medium,2026-03-14
Textiles,Gadchiroli,41523,45783,10.26,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,45.27,45481,77.19,88.87,No Change,Moderate,Low,Low,2026-05-31
Textiles,Hingoli,2692,3008,11.77,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,17.46,43066,78.24,60.98,Medium,Basic,Medium,High,2026-08-11
Textiles,Nandurbar,1460,1613,10.53,Machine Operator; Quality Inspector; Textile Designer; Production Supervisor; Merchandiser,40.52,64416,53.87,88.31,No Change,Emerging,Medium,High,2026-07-30
Tourism & Hospitality,Mumbai,18084,19090,5.57,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,50.72,40955,82.21,52.73,No Change,Emerging,Low,Low,2026-03-25
Tourism & Hospitality,Pune,5961,6380,7.03,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,56.06,24934,60.52,57.61,High,Emerging,Medium,Medium,2026-04-05
Tourism & Hospitality,Nagpur,23704,25815,8.91,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,19.22,30492,40.7,53.02,Low,Moderate,Low,Low,2026-06-13
Tourism & Hospitality,Thane,14700,15407,4.81,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,46.57,28709,34.95,70.8,High,Advanced,High,Low,2026-06-10
Tourism & Hospitality,Nashik,24696,25738,4.22,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,18.18,22435,74.35,73.73,High,Emerging,Low,Medium,2026-07-01
Tourism & Hospitality,Aurangabad,29858,32039,7.31,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,23.51,26257,80.23,59.81,Low,Advanced,Low,Medium,2026-08-14
Tourism & Hospitality,Solapur,39562,42219,6.72,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,45.21,18151,36.58,53.81,High,Moderate,High,High,2026-06-27
Tourism & Hospitality,Amravati,33147,36799,11.02,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,32.14,53659,79.94,66.3,High,Basic,Low,High,2026-04-09
Tourism & Hospitality,Kolhapur,15677,17332,10.56,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,25.23,67547,75.49,46.69,High,Advanced,Medium,High,2026-04-06
Tourism & Hospitality,Sangli,35543,36747,3.39,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,42.28,26070,55.14,50.15,Low,Emerging,Low,Low,2026-07-28
Tourism & Hospitality,Jalgaon,19887,21360,7.41,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,22.21,61212,41.26,84.19,No Change,Moderate,High,Medium,2026-06-30
Tourism & Hospitality,Akola,4238,4645,9.62,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,27.77,59219,76.13,58.38,High,Moderate,High,Low,2026-05-10
Tourism & Hospitality,Latur,23825,24619,3.33,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,47.24,29502,43.94,54.78,High,Emerging,Medium,Medium,2026-03-30
Tourism & Hospitality,Dhule,45394,50254,10.71,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,53.73,54480,75.8,53.12,High,Advanced,Low,Medium,2026-08-28
Tourism & Hospitality,Ahmednagar,49346,52942,7.29,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,23.31,66879,62.27,52.6,No Change,Basic,High,High,2026-05-19
Tourism & Hospitality,Chandrapur,25122,27485,9.41,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,25.7,60942,46.19,59.53,Medium,Basic,Low,High,2026-03-09
Tourism & Hospitality,Parbhani,31341,33004,5.31,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,29.84,67335,51.28,82.44,High,Moderate,Medium,Low,2026-06-19
Tourism & Hospitality,Jalna,27030,28416,5.13,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,17.34,31935,45.32,46.97,Medium,Emerging,High,Medium,2026-04-06
Tourism & Hospitality,Bhiwandi,5197,5430,4.5,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,44.07,68819,54.21,57.63,No Change,Emerging,High,Low,2026-03-25
Tourism & Hospitality,Nanded,47622,51199,7.51,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,56.3,64137,78.48,43.02,No Change,Advanced,High,High,2026-04-30
Tourism & Hospitality,Satara,13772,14455,4.96,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,33.49,27531,69.4,87.32,Low,Emerging,Low,Medium,2026-08-24
Tourism & Hospitality,Beed,7014,7377,5.19,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,51.29,21140,63.16,75.46,Low,Basic,High,High,2026-05-30
Tourism & Hospitality,Yavatmal,44189,48071,8.79,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,38.23,24699,61.12,51.6,Medium,Basic,Medium,Low,2026-03-25
Tourism & Hospitality,Osmanabad,44542,46847,5.18,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,40.84,20176,69.89,88.63,Low,Moderate,Medium,High,2026-03-13
Tourism & Hospitality,Raigad,33101,34761,5.02,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,37.16,68923,48.27,56.26,Medium,Moderate,Medium,Medium,2026-05-25
Tourism & Hospitality,Ratnagiri,35403,37469,5.84,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,58.67,36017,45.07,72.29,No Change,Moderate,Low,High,2026-06-10
Tourism & Hospitality,Sindhudurg,16710,18656,11.65,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,56.05,39941,42.44,55.4,No Change,Advanced,High,Low,2026-05-13
Tourism & Hospitality,Wardha,11833,12945,9.4,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,24.04,58990,40.53,69.47,Medium,Advanced,Low,Medium,2026-07-11
Tourism & Hospitality,Washim,3025,3244,7.24,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,26.12,49934,46.39,47.83,Medium,Moderate,Low,Low,2026-08-31
Tourism & Hospitality,Gondia,27005,29286,8.45,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,51.12,52760,69.76,42.23,Low,Moderate,Low,High,2026-03-31
Tourism & Hospitality,Bhandara,14114,14697,4.13,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,23.25,39797,30.67,86.84,No Change,Moderate,Medium,Medium,2026-08-30
Tourism & Hospitality,Gadchiroli,40783,44228,8.45,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,37.55,69764,30.62,54.34,Low,Moderate,High,Medium,2026-05-09
Tourism & Hospitality,Hingoli,29045,30418,4.73,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,27.16,49527,55.93,44.22,High,Moderate,Medium,High,2026-07-23
Tourism & Hospitality,Nandurbar,11094,12251,10.43,Hotel Staff; Tour Guide; Travel Agent; Housekeeping Supervisor; Food Service Worker,26.67,21082,69.11,83.7,Low,Advanced,High,Low,2026-06-05
Energy & Renewables,Mumbai,34704,38104,9.8,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,30.96,30083,77.67,84.28,Medium,Basic,Medium,Low,2026-04-15
Energy & Renewables,Pune,37058,41314,11.49,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,26.56,54321,78.9,77.22,Medium,Emerging,Low,Low,2026-04-27
Energy & Renewables,Nagpur,30199,31677,4.9,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,34.31,45971,78.1,88.32,High,Emerging,Medium,Medium,2026-04-01
Energy & Renewables,Thane,32773,34392,4.94,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,51.02,28145,72.06,50.92,High,Moderate,Medium,High,2026-04-08
Energy & Renewables,Nashik,16886,18787,11.26,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,38.53,64673,68.94,81.65,Low,Basic,Low,Medium,2026-08-08
Energy & Renewables,Aurangabad,7576,7982,5.37,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,19.57,51178,62.65,64.41,Medium,Advanced,Medium,High,2026-06-29
Energy & Renewables,Solapur,23595,25659,8.75,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,49.12,40650,76.77,50.17,High,Moderate,Low,High,2026-05-11
Energy & Renewables,Amravati,14418,15888,10.2,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,16.37,27495,62.95,57.11,Low,Moderate,High,Low,2026-03-29
Energy & Renewables,Kolhapur,11050,11655,5.48,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,53.03,65719,51.47,68.61,High,Basic,Low,High,2026-04-05
Energy & Renewables,Sangli,2582,2801,8.49,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,15.75,59402,66.7,84.75,High,Advanced,Low,Low,2026-05-07
Energy & Renewables,Jalgaon,25839,27655,7.03,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,30.73,46769,36.23,71.14,No Change,Basic,Medium,Low,2026-07-25
Energy & Renewables,Akola,39339,43724,11.15,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,27.08,69155,61.01,44.18,No Change,Basic,Low,High,2026-07-14
Energy & Renewables,Latur,3257,3560,9.31,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,20.56,53200,74.48,83.64,High,Moderate,Low,Low,2026-06-23
Energy & Renewables,Dhule,48518,53227,9.71,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,29.41,66625,42.0,74.06,Medium,Moderate,Medium,High,2026-05-05
Energy & Renewables,Ahmednagar,32847,36415,10.86,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,24.92,33716,32.39,81.0,Low,Basic,Medium,Medium,2026-07-15
Energy & Renewables,Chandrapur,23027,24738,7.43,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,47.29,64468,72.69,54.11,Medium,Emerging,High,Medium,2026-04-11
Energy & Renewables,Parbhani,42116,46251,9.82,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,53.2,41014,78.1,75.71,No Change,Advanced,High,Medium,2026-06-18
Energy & Renewables,Jalna,43409,47150,8.62,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,41.9,18756,30.29,40.11,High,Moderate,High,Medium,2026-04-16
Energy & Renewables,Bhiwandi,28183,29900,6.09,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,26.97,44946,31.05,49.58,No Change,Emerging,High,Medium,2026-03-12
Energy & Renewables,Nanded,19284,20583,6.74,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,45.09,27054,64.08,58.75,No Change,Moderate,Medium,Low,2026-04-19
Energy & Renewables,Satara,43754,48780,11.49,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,25.93,53101,76.38,44.28,No Change,Basic,High,Low,2026-08-22
Energy & Renewables,Beed,16635,17823,7.14,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,50.0,39066,70.57,44.81,High,Moderate,Medium,Medium,2026-07-31
Energy & Renewables,Yavatmal,3318,3537,6.6,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,38.84,41238,64.26,74.56,Low,Basic,High,Low,2026-05-06
Energy & Renewables,Osmanabad,39053,40726,4.28,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,26.44,69345,60.32,85.88,Low,Moderate,Low,High,2026-08-20
Energy & Renewables,Raigad,3663,4073,11.21,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,29.56,46564,60.24,47.68,High,Emerging,High,Medium,2026-04-02
Energy & Renewables,Ratnagiri,12573,13228,5.22,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,37.35,65408,57.48,56.13,No Change,Moderate,Medium,Low,2026-09-03
Energy & Renewables,Sindhudurg,32119,33277,3.61,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,52.12,63263,76.19,44.64,No Change,Advanced,High,Low,2026-06-11
Energy & Renewables,Wardha,45070,48314,7.2,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,41.99,58479,51.18,40.43,High,Emerging,High,High,2026-06-03
Energy & Renewables,Washim,36425,38740,6.36,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,31.4,33042,72.4,68.86,Low,Advanced,High,Medium,2026-08-13
Energy & Renewables,Gondia,3730,4147,11.18,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,21.65,35921,59.59,66.21,No Change,Basic,High,High,2026-05-12
Energy & Renewables,Bhandara,23332,24211,3.77,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,51.55,63217,65.31,59.39,High,Basic,Low,Low,2026-05-02
Energy & Renewables,Gadchiroli,7718,8627,11.79,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,57.8,63096,44.37,85.05,No Change,Basic,Medium,High,2026-06-19
Energy & Renewables,Hingoli,6681,7018,5.06,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,58.97,30885,30.89,78.66,Medium,Advanced,Medium,High,2026-05-10
Energy & Renewables,Nandurbar,8159,9109,11.65,Solar Technician; Wind Turbine Technician; Electrical Engineer; Project Coordinator; Maintenance Technician,25.89,56187,37.48,84.37,No Change,Advanced,High,High,2026-04-09
Electronics & Hardware,Mumbai,8716,9231,5.91,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,16.07,56567,67.65,76.74,No Change,Basic,High,Low,2026-03-31
Electronics & Hardware,Pune,43381,47945,10.52,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,26.26,50023,61.84,85.25,Low,Basic,Medium,Low,2026-06-21
Electronics & Hardware,Nagpur,8183,9119,11.44,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,25.62,43475,36.08,71.21,High,Advanced,Medium,Medium,2026-05-06
Electronics & Hardware,Thane,25422,28303,11.33,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,24.66,43151,48.49,63.22,Medium,Moderate,Low,Low,2026-05-18
Electronics & Hardware,Nashik,37590,39025,3.82,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,37.63,20739,51.81,51.64,No Change,Emerging,Low,High,2026-07-20
Electronics & Hardware,Aurangabad,39695,42354,6.7,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,51.99,26492,71.31,41.47,Medium,Moderate,High,Low,2026-04-14
Electronics & Hardware,Solapur,10982,11940,8.73,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,58.01,69917,45.57,87.78,Low,Basic,High,Medium,2026-07-08
Electronics & Hardware,Amravati,16445,18268,11.09,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,45.46,21341,43.85,85.71,Low,Basic,Medium,Medium,2026-07-03
Electronics & Hardware,Kolhapur,15257,16537,8.39,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,40.17,35522,71.61,84.31,No Change,Basic,Medium,High,2026-08-18
