center_id,center_name,district,course_category,course_name,center_type,total_capacity,current_enrollment,has_computer_lab,has_workshop,equipment_age_years,total_trainers,certified_trainers,batches_completed,students_placed,placement_rate_percent,duration_months,fee_amount,certification,industry_partners,months_since_curriculum_update,contact_email,contact_phone
TC_0366,Skill Development Center - Nandurbar 1,Nandurbar,Electronics,PCB Design,Industry Training Center,283,172,No,Yes,6,14,10,1,120,69.77,12,17966,Industry Certified,3,9,center366@skilldev.maharashtra.gov.in,+91-9613218654
TC_0367,Skill Development Center - Gadchiroli 3,Gadchiroli,Logistics,Warehouse Management,Private Training Provider,289,133,Yes,Yes,7,12,12,15,84,63.16,1,43077,State Government,2,41,center367@skilldev.maharashtra.gov.in,+91-9874853918
TC_0368,Skill Development Center - Kolhapur 3,Kolhapur,Telecommunications,Tower Technician,Industry Training Center,57,20,No,Yes,1,8,2,1,16,80.0,3,7159,NSDC,6,49,center368@skilldev.maharashtra.gov.in,+91-9626367747
TC_0369,Skill Development Center - Gadchiroli 6,Gadchiroli,Telecommunications,Customer Support,Private Training Provider,278,118,Yes,No,6,12,11,16,60,50.85,2,26418,Industry Certified,2,8,center369@skilldev.maharashtra.gov.in,+91-9474851880
TC_0370,Skill Development Center - Beed 3,Beed,Telecommunications,Fiber Optics,NGO,234,74,No,Yes,12,11,2,15,47,63.51,3,12268,State Government,8,59,center370@skilldev.maharashtra.gov.in,+91-9056925759
TC_0371,Skill Development Center - Wardha 2,Wardha,Healthcare,Medical Equipment Handling,NGO,63,54,Yes,No,9,7,3,5,28,51.85,3,41816,State Government,7,56,center371@skilldev.maharashtra.gov.in,+91-9010485062
TC_0372,Skill Development Center - Pune 1,Pune,Textile,Garment Making,Private Training Provider,238,122,Yes,No,5,10,7,10,10,8.2,1,25697,State Government,7,31,center372@skilldev.maharashtra.gov.in,+91-9700022976
TC_0373,Skill Development Center - Thane 10,Thane,Electronics,IoT Basics,Private Training Provider,223,84,Yes,No,8,11,1,8,55,65.48,12,21454,No Certification,1,28,center373@skilldev.maharashtra.gov.in,+91-9566604560
TC_0374,Skill Development Center - Nandurbar 10,Nandurbar,Telecommunications,Fiber Optics,Private Training Provider,68,58,Yes,Yes,1,3,3,12,22,37.93,3,739,Industry Certified,7,49,center374@skilldev.maharashtra.gov.in,+91-9278555051
TC_0375,Skill Development Center - Bhiwandi 4,Bhiwandi,Telecommunications,Tower Technician,NGO,71,65,No,Yes,15,15,5,16,18,27.69,9,1460,No Certification,9,12,center375@skilldev.maharashtra.gov.in,+91-9261690883
TC_0376,Skill Development Center - Sangli 4,Sangli,Agriculture,Dairy Management,Industry Training Center,113,83,Yes,Yes,0,13,6,15,51,61.45,2,45071,NSDC,7,11,center376@skilldev.maharashtra.gov.in,+91-9414327270
TC_0377,Skill Development Center - Sindhudurg 9,Sindhudurg,Electronics,Mobile Repair,NSDC Partner,254,204,No,Yes,3,10,7,5,94,46.08,2,39421,Industry Certified,6,14,center377@skilldev.maharashtra.gov.in,+91-9623833268
TC_0378,Skill Development Center - Parbhani 3,Parbhani,Telecommunications,Network Installation,Private Training Provider,115,60,No,Yes,6,14,5,5,24,40.0,9,10243,No Certification,3,57,center378@skilldev.maharashtra.gov.in,+91-9982961907
TC_0379,Skill Development Center - Nanded 9,Nanded,Textile,Fabric Design,Private Training Provider,51,31,Yes,Yes,11,6,3,17,19,61.29,6,712,NSDC,9,15,center379@skilldev.maharashtra.gov.in,+91-9683874295
TC_0380,Skill Development Center - Gondia 9,Gondia,Telecommunications,Fiber Optics,Industry Training Center,177,93,No,No,0,14,8,7,39,41.94,3,45660,No Certification,1,2,center380@skilldev.maharashtra.gov.in,+91-9498348522
TC_0381,Skill Development Center - Solapur 1,Solapur,Beauty & Wellness,Fitness Training,Industry Training Center,140,83,Yes,Yes,13,6,4,5,17,20.48,2,5032,Industry Certified,6,44,center381@skilldev.maharashtra.gov.in,+91-9314857210
TC_0382,Skill Development Center - Sangli 1,Sangli,Manufacturing,Welding Technology,Industry Training Center,151,90,No,No,12,14,8,12,66,73.33,1,45270,State Government,4,15,center382@skilldev.maharashtra.gov.in,+91-9822429919
TC_0383,Skill Development Center - Bhiwandi 8,Bhiwandi,Textile,Quality Inspection,Industry Training Center,241,115,Yes,No,12,8,4,15,70,60.87,6,7844,State Government,0,54,center383@skilldev.maharashtra.gov.in,+91-9280194268
TC_0384,Skill Development Center - Yavatmal 7,Yavatmal,Telecommunications,Customer Support,Industry Training Center,267,264,No,Yes,8,11,6,1,101,38.26,12,39208,State Government,5,54,center384@skilldev.maharashtra.gov.in,+91-9091349906
TC_0385,Skill Development Center - Amravati 6,Amravati,Healthcare,Nursing Assistant,Industry Training Center,137,63,Yes,No,3,12,4,13,9,14.29,3,44644,NSDC,4,28,center385@skilldev.maharashtra.gov.in,+91-9516817530
TC_0386,Skill Development Center - Bhandara 9,Bhandara,Electronics,Consumer Electronics Repair,Private Training Provider,199,145,Yes,Yes,14,10,7,6,86,59.31,6,13221,NSDC,4,59,center386@skilldev.maharashtra.gov.in,+91-9096401767
TC_0387,Skill Development Center - Ahmednagar 4,Ahmednagar,Tourism & Hospitality,Hotel Management,NGO,165,116,No,Yes,9,15,2,6,2,1.72,1,4850,NSDC,6,32,center387@skilldev.maharashtra.gov.in,+91-9522326008
TC_0388,Skill Development Center - Ahmednagar 6,Ahmednagar,Media,Graphic Design,Private Training Provider,223,126,No,No,14,8,2,4,42,33.33,3,34828,Industry Certified,9,43,center388@skilldev.maharashtra.gov.in,+91-9817122182
TC_0389,Skill Development Center - Bhandara 5,Bhandara,Automotive,Denting,Government ITI,50,48,Yes,Yes,1,7,7,5,5,10.42,2,17335,NSDC,10,58,center389@skilldev.maharashtra.gov.in,+91-9513823825
TC_0390,Skill Development Center - Wardha 9,Wardha,Media,Social Media Management,Industry Training Center,229,93,No,No,9,7,2,8,66,70.97,2,29870,State Government,3,8,center390@skilldev.maharashtra.gov.in,+91-9049075182
TC_0391,Skill Development Center - Washim 7,Washim,Food Processing,Processing Operations,Government ITI,99,40,Yes,No,14,9,4,12,15,37.5,2,37873,No Certification,4,6,center391@skilldev.maharashtra.gov.in,+91-9290008078
TC_0392,Skill Development Center - Nanded 8,Nanded,Healthcare,Pharmacy Assistant,NSDC Partner,172,155,Yes,Yes,14,14,3,2,78,50.32,9,44853,State Government,5,11,center392@skilldev.maharashtra.gov.in,+91-9968706760
TC_0393,Skill Development Center - Osmanabad 1,Osmanabad,Healthcare,Pharmacy Assistant,NGO,185,171,No,No,9,13,7,16,14,8.19,1,18756,No Certification,5,44,center393@skilldev.maharashtra.gov.in,+91-9588037215
TC_0394,Skill Development Center - Gondia 3,Gondia,Manufacturing,CNC Operation,NGO,54,51,No,Yes,6,6,1,4,25,49.02,2,35312,No Certification,1,3,center394@skilldev.maharashtra.gov.in,+91-9097766845
TC_0395,Skill Development Center - Mumbai 2,Mumbai,Automotive,Two Wheeler Mechanic,NSDC Partner,99,72,Yes,No,0,2,2,14,57,79.17,1,33345,No Certification,3,51,center395@skilldev.maharashtra.gov.in,+91-9598951017
TC_0396,Skill Development Center - Bhiwandi 7,Bhiwandi,Healthcare,Medical Equipment Handling,Private Training Provider,272,220,No,Yes,8,6,4,10,99,45.0,9,1899,Industry Certified,7,38,center396@skilldev.maharashtra.gov.in,+91-9178599120
TC_0397,Skill Development Center - Chandrapur 2,Chandrapur,Construction,Bar Bending,NGO,100,71,No,No,11,5,5,20,14,19.72,2,21444,No Certification,2,45,center397@skilldev.maharashtra.gov.in,+91-9287051119
TC_0398,Skill Development Center - Amravati 8,Amravati,Agriculture,Organic Farming,NGO,152,75,Yes,Yes,14,10,7,20,49,65.33,9,42290,Industry Certified,6,33,center398@skilldev.maharashtra.gov.in,+91-9503437627
TC_0399,Skill Development Center - Raigad 8,Raigad,Beauty & Wellness,Makeup Artistry,NGO,236,226,No,No,1,13,9,11,176,77.88,9,43167,No Certification,6,23,center399@skilldev.maharashtra.gov.in,+91-9153598710
TC_0400,Skill Development Center - Amravati 5,Amravati,Banking & Finance,Accounting,NGO,171,121,No,No,0,3,1,11,14,11.57,12,6082,Industry Certified,2,43,center400@skilldev.maharashtra.gov.in,+91-9799849208
TC_0401,Skill Development Center - Raigad 1,Raigad,Food Processing,Food Safety,Private Training Provider,87,77,Yes,No,7,7,5,11,40,51.95,6,36230,NSDC,8,15,center401@skilldev.maharashtra.gov.in,+91-9371962652
TC_0402,Skill Development Center - Kolhapur 8,Kolhapur,Banking & Finance,Accounting,Private Training Provider,294,258,Yes,No,12,15,1,14,181,70.16,12,29876,NSDC,6,10,center402@skilldev.maharashtra.gov.in,+91-9393161880
TC_0403,Skill Development Center - Mumbai 10,Mumbai,Healthcare,Patient Care,Private Training Provider,273,184,Yes,Yes,1,11,6,14,15,8.15,6,42470,State Government,2,16,center403@skilldev.maharashtra.gov.in,+91-9148699836
TC_0404,Skill Development Center - Latur 4,Latur,Media,Social Media Management,Industry Training Center,228,155,No,Yes,2,14,10,16,27,17.42,1,4569,NSDC,2,2,center404@skilldev.maharashtra.gov.in,+91-9906978519
TC_0405,Skill Development Center - Sangli 3,Sangli,Beauty & Wellness,Makeup Artistry,Government ITI,150,75,Yes,No,9,12,11,4,39,52.0,9,14593,State Government,10,29,center405@skilldev.maharashtra.gov.in,+91-9260449579
TC_0406,Skill Development Center - Ahmednagar 10,Ahmednagar,Textile,Garment Making,NSDC Partner,187,157,Yes,No,9,8,3,8,100,63.69,2,25123,No Certification,2,17,center406@skilldev.maharashtra.gov.in,+91-9163473544
TC_0407,Skill Development Center - Wardha 10,Wardha,Banking & Finance,Accounting,Government ITI,272,195,No,Yes,12,8,4,7,128,65.64,12,40902,NSDC,2,10,center407@skilldev.maharashtra.gov.in,+91-9566657115
TC_0408,Skill Development Center - Pune 4,Pune,IT & Software,Data Analytics,Industry Training Center,64,59,No,Yes,6,3,2,3,29,49.15,12,16074,State Government,6,8,center408@skilldev.maharashtra.gov.in,+91-9171823392
TC_0409,Skill Development Center - Ahmednagar 9,Ahmednagar,Automotive,Four Wheeler Mechanic,Government ITI,190,122,No,No,14,7,7,3,88,72.13,12,22059,State Government,3,50,center409@skilldev.maharashtra.gov.in,+91-9569113734
TC_0410,Skill Development Center - Beed 6,Beed,Beauty & Wellness,Makeup Artistry,Government ITI,296,290,No,No,2,5,2,5,221,76.21,12,49790,State Government,7,53,center410@skilldev.maharashtra.gov.in,+91-9995123050
TC_0411,Skill Development Center - Pune 2,Pune,IT & Software,Data Analytics,Private Training Provider,129,88,No,No,7,11,1,3,42,47.73,12,14866,State Government,9,58,center411@skilldev.maharashtra.gov.in,+91-9360172299
TC_0412,Skill Development Center - Ahmednagar 7,Ahmednagar,Automotive,Four Wheeler Mechanic,NSDC Partner,60,57,Yes,Yes,5,10,2,17,19,33.33,12,34948,State Government,10,25,center412@skilldev.maharashtra.gov.in,+91-9321755875
TC_0413,Skill Development Center - Beed 1,Beed,Manufacturing,Welding Technology,Government ITI,149,103,Yes,Yes,9,8,1,13,80,77.67,1,25161,Industry Certified,6,5,center413@skilldev.maharashtra.gov.in,+91-9155408033
TC_0414,Skill Development Center - Amravati 8,Amravati,Telecommunications,Network Installation,Private Training Provider,155,108,Yes,Yes,9,15,1,14,69,63.89,9,46982,No Certification,7,10,center414@skilldev.maharashtra.gov.in,+91-9516903978
TC_0415,Skill Development Center - Beed 7,Beed,Automotive,Denting,Industry Training Center,190,181,Yes,No,6,15,12,10,32,17.68,1,35219,NSDC,8,40,center415@skilldev.maharashtra.gov.in,+91-9729675696
TC_0416,Skill Development Center - Dhule 10,Dhule,Retail,Inventory Management,NGO,84,81,Yes,No,11,5,3,5,3,3.7,3,26920,No Certification,8,2,center416@skilldev.maharashtra.gov.in,+91-9490083027
TC_0417,Skill Development Center - Ahmednagar 7,Ahmednagar,Agriculture,Dairy Management,Industry Training Center,131,88,No,Yes,0,7,2,2,24,27.27,6,7763,NSDC,0,58,center417@skilldev.maharashtra.gov.in,+91-9288561282
TC_0418,Skill Development Center - Wardha 6,Wardha,IT & Software,Software Testing,Government ITI,50,16,Yes,No,0,2,2,6,6,37.5,3,27424,State Government,7,7,center418@skilldev.maharashtra.gov.in,+91-9448462870
TC_0419,Skill Development Center - Gondia 1,Gondia,Agriculture,Dairy Management,NSDC Partner,196,120,No,No,2,7,7,16,93,77.5,2,15399,No Certification,4,12,center419@skilldev.maharashtra.gov.in,+91-9270343666
TC_0420,Skill Development Center - Gondia 6,Gondia,Food Processing,Packaging Technology,NGO,200,84,No,No,9,8,6,3,37,44.05,6,44647,Industry Certified,6,14,center420@skilldev.maharashtra.gov.in,+91-9979590744
TC_0421,Skill Development Center - Amravati 4,Amravati,Banking & Finance,Banking Operations,Private Training Provider,214,207,No,No,9,3,3,16,32,15.46,6,14847,Industry Certified,2,34,center421@skilldev.maharashtra.gov.in,+91-9591407318
TC_0422,Skill Development Center - Kolhapur 9,Kolhapur,IT & Software,AI/ML Basics,Private Training Provider,270,135,Yes,No,6,12,12,2,84,62.22,2,22895,State Government,0,1,center422@skilldev.maharashtra.gov.in,+91-9701366815
TC_0423,Skill Development Center - Kolhapur 3,Kolhapur,IT & Software,Cloud Computing,Industry Training Center,196,69,No,Yes,10,5,3,13,31,44.93,12,31,No Certification,10,33,center423@skilldev.maharashtra.gov.in,+91-9803750419
TC_0424,Skill Development Center - Beed 2,Beed,Manufacturing,Machine Operation,Industry Training Center,67,35,Yes,Yes,3,9,9,18,21,60.0,12,35048,NSDC,6,42,center424@skilldev.maharashtra.gov.in,+91-9197332332
TC_0425,Skill Development Center - Ratnagiri 10,Ratnagiri,Media,Social Media Management,NGO,171,85,Yes,Yes,7,15,4,17,36,42.35,3,20422,No Certification,1,6,center425@skilldev.maharashtra.gov.in,+91-9494456583
TC_0426,Skill Development Center - Satara 6,Satara,Food Processing,Cold Chain Management,Industry Training Center,259,94,Yes,No,0,6,5,9,39,41.49,12,41580,NSDC,5,60,center426@skilldev.maharashtra.gov.in,+91-9206590176
TC_0427,Skill Development Center - Raigad 6,Raigad,Retail,Sales Techniques,Government ITI,225,205,Yes,Yes,7,4,1,17,28,13.66,12,24706,No Certification,0,20,center427@skilldev.maharashtra.gov.in,+91-9886715849
TC_0428,Skill Development Center - Solapur 2,Solapur,Agriculture,Agriculture Equipment,Government ITI,64,50,Yes,No,1,9,7,17,22,44.0,1,27585,Industry Certified,0,42,center428@skilldev.maharashtra.gov.in,+91-9900813239
TC_0429,Skill Development Center - Wardha 1,Wardha,Food Processing,Food Safety,NSDC Partner,191,130,No,No,3,13,13,5,64,49.23,2,31607,State Government,9,17,center429@skilldev.maharashtra.gov.in,+91-9851780068
TC_0430,Skill Development Center - Jalgaon 7,Jalgaon,Healthcare,Medical Lab Technology,Industry Training Center,256,148,No,Yes,8,10,4,5,40,27.03,9,21079,No Certification,4,45,center430@skilldev.maharashtra.gov.in,+91-9592112861
TC_0431,Skill Development Center - Osmanabad 4,Osmanabad,Retail,Customer Service,Industry Training Center,140,116,Yes,Yes,8,7,7,18,23,19.83,2,35933,NSDC,8,32,center431@skilldev.maharashtra.gov.in,+91-9120030384
TC_0432,Skill Development Center - Ratnagiri 8,Ratnagiri,Textile,Quality Inspection,NSDC Partner,160,119,Yes,Yes,9,12,8,14,66,55.46,1,30960,State Government,5,31,center432@skilldev.maharashtra.gov.in,+91-9711393445
TC_0433,Skill Development Center - Washim 4,Washim,Agriculture,Organic Farming,Government ITI,132,74,No,Yes,13,9,7,5,6,8.11,2,44937,No Certification,0,28,center433@skilldev.maharashtra.gov.in,+91-9158427840
TC_0434,Skill Development Center - Bhiwandi 8,Bhiwandi,Textile,Fabric Design,Private Training Provider,251,202,Yes,No,11,7,6,16,99,49.01,9,38489,No Certification,5,5,center434@skilldev.maharashtra.gov.in,+91-9112405515
TC_0435,Skill Development Center - Bhiwandi 4,Bhiwandi,Electronics,Consumer Electronics Repair,Industry Training Center,242,125,No,Yes,2,6,3,16,14,11.2,3,44899,No Certification,7,43,center435@skilldev.maharashtra.gov.in,+91-9887965170
TC_0436,Skill Development Center - Nashik 6,Nashik,Textile,Fabric Design,NGO,143,131,No,Yes,8,2,2,15,104,79.39,3,5520,Industry Certified,1,54,center436@skilldev.maharashtra.gov.in,+91-9962499483
TC_0437,Skill Development Center - Sangli 1,Sangli,Banking & Finance,GST & Taxation,NSDC Partner,267,143,No,Yes,7,15,3,5,59,41.26,6,38469,No Certification,3,45,center437@skilldev.maharashtra.gov.in,+91-9705789175
TC_0438,Skill Development Center - Thane 3,Thane,Tourism & Hospitality,Housekeeping,Government ITI,180,109,No,No,7,4,4,3,51,46.79,9,5008,No Certification,4,37,center438@skilldev.maharashtra.gov.in,+91-9606548641
TC_0439,Skill Development Center - Ahmednagar 3,Ahmednagar,Textile,Fabric Design,Private Training Provider,164,139,Yes,Yes,11,7,7,9,109,78.42,6,3330,NSDC,6,60,center439@skilldev.maharashtra.gov.in,+91-9904213633
TC_0440,Skill Development Center - Nandurbar 1,Nandurbar,Telecommunications,Fiber Optics,Private Training Provider,257,221,No,Yes,0,15,6,14,165,74.66,2,15240,No Certification,4,4,center440@skilldev.maharashtra.gov.in,+91-9828454292
TC_0441,Skill Development Center - Washim 9,Washim,Media,Photography,Private Training Provider,163,58,Yes,Yes,13,5,1,1,46,79.31,9,26603,No Certification,2,24,center441@skilldev.maharashtra.gov.in,+91-9321905771
TC_0442,Skill Development Center - Nagpur 5,Nagpur,Beauty & Wellness,Spa Therapy,NGO,288,221,Yes,No,4,2,2,7,41,18.55,9,6007,State Government,7,32,center442@skilldev.maharashtra.gov.in,+91-9233997109
TC_0443,Skill Development Center - Amravati 5,Amravati,Beauty & Wellness,Spa Therapy,Private Training Provider,223,189,No,Yes,15,10,9,16,40,21.16,3,9081,No Certification,5,33,center443@skilldev.maharashtra.gov.in,+91-9839009660
TC_0444,Skill Development Center - Aurangabad 7,Aurangabad,Textile,Garment Making,NSDC Partner,263,92,No,Yes,11,5,1,14,38,41.3,6,3110,Industry Certified,9,58,center444@skilldev.maharashtra.gov.in,+91-9679981458
TC_0445,Skill Development Center - Parbhani 4,Parbhani,Beauty & Wellness,Skin Care,NSDC Partner,59,47,Yes,Yes,9,7,4,18,32,68.09,12,37614,State Government,2,9,center445@skilldev.maharashtra.gov.in,+91-9904702626
TC_0446,Skill Development Center - Nandurbar 2,Nandurbar,Healthcare,Patient Care,Government ITI,190,104,Yes,Yes,8,2,1,7,32,30.77,9,45762,No Certification,7,23,center446@skilldev.maharashtra.gov.in,+91-9684992868
TC_0447,Skill Development Center - Chandrapur 8,Chandrapur,Automotive,Vehicle Painting,NGO,109,77,No,No,8,11,1,18,26,33.77,6,41521,NSDC,3,33,center447@skilldev.maharashtra.gov.in,+91-9725592918
TC_0448,Skill Development Center - Sangli 2,Sangli,Electronics,Mobile Repair,NGO,154,149,No,No,8,9,6,17,94,63.09,2,15961,Industry Certified,6,25,center448@skilldev.maharashtra.gov.in,+91-9264384769
TC_0449,Skill Development Center - Nandurbar 3,Nandurbar,Construction,Painting,Private Training Provider,164,50,No,No,15,9,8,8,2,4.0,9,20464,State Government,9,51,center449@skilldev.maharashtra.gov.in,+91-9543011732
TC_0450,Skill Development Center - Satara 8,Satara,Manufacturing,Machine Operation,Government ITI,212,98,Yes,No,2,12,1,9,54,55.1,2,25375,State Government,2,48,center450@skilldev.maharashtra.gov.in,+91-9020482097
TC_0451,Skill Development Center - Aurangabad 7,Aurangabad,Agriculture,Poultry Farming,Government ITI,83,28,No,Yes,5,12,3,18,20,71.43,12,27179,No Certification,3,7,center451@skilldev.maharashtra.gov.in,+91-9712541723
TC_0452,Skill Development Center - Parbhani 5,Parbhani,Retail,Cashier Operations,NGO,295,126,No,No,3,3,3,11,89,70.63,9,3640,State Government,0,12,center452@skilldev.maharashtra.gov.in,+91-9697294190
TC_0453,Skill Development Center - Dhule 3,Dhule,Healthcare,Nursing Assistant,Government ITI,220,205,Yes,No,2,4,3,20,39,19.02,1,7352,Industry Certified,3,21,center453@skilldev.maharashtra.gov.in,+91-9788473725
TC_0454,Skill Development Center - Bhandara 10,Bhandara,Electronics,Mobile Repair,NGO,63,44,No,No,4,9,4,17,3,6.82,1,27277,Industry Certified,8,20,center454@skilldev.maharashtra.gov.in,+91-9913764894
TC_0455,Skill Development Center - Osmanabad 3,Osmanabad,Media,Photography,NSDC Partner,263,166,No,Yes,11,5,4,1,102,61.45,3,27659,NSDC,5,17,center455@skilldev.maharashtra.gov.in,+91-9671924030
TC_0456,Skill Development Center - Mumbai 2,Mumbai,Agriculture,Dairy Management,Industry Training Center,230,189,Yes,No,4,4,2,8,72,38.1,12,27008,No Certification,1,35,center456@skilldev.maharashtra.gov.in,+91-9323031263
TC_0457,Skill Development Center - Jalna 8,Jalna,Media,Video Editing,Private Training Provider,85,53,No,Yes,0,12,8,13,42,79.25,12,43327,No Certification,7,55,center457@skilldev.maharashtra.gov.in,+91-9701971591
TC_0458,Skill Development Center - Parbhani 2,Parbhani,IT & Software,Full Stack Development,NGO,234,146,No,No,12,11,10,12,24,16.44,3,37476,No Certification,0,29,center458@skilldev.maharashtra.gov.in,+91-9093924262
TC_0459,Skill Development Center - Sangli 9,Sangli,Textile,Garment Making,NSDC Partner,221,187,No,No,4,2,2,13,44,23.53,2,44974,Industry Certified,7,8,center459@skilldev.maharashtra.gov.in,+91-9571808353
TC_0460,Skill Development Center - Thane 9,Thane,Automotive,Denting,Government ITI,256,236,No,Yes,14,3,1,10,183,77.54,3,42128,State Government,6,4,center460@skilldev.maharashtra.gov.in,+91-9635410278
TC_0461,Skill Development Center - Ratnagiri 8,Ratnagiri,Manufacturing,CNC Operation,NSDC Partner,64,48,No,No,4,4,1,15,32,66.67,1,27048,No Certification,7,29,center461@skilldev.maharashtra.gov.in,+91-9888677365
TC_0462,Skill Development Center - Nanded 10,Nanded,Healthcare,Medical Equipment Handling,Private Training Provider,52,19,No,Yes,13,10,5,5,13,68.42,2,13883,No Certification,1,36,center462@skilldev.maharashtra.gov.in,+91-9919531372
TC_0463,Skill Development Center - Solapur 6,Solapur,Electronics,PCB Design,NGO,278,276,No,No,14,4,4,5,140,50.72,6,36186,NSDC,10,47,center463@skilldev.maharashtra.gov.in,+91-9541354942
TC_0464,Skill Development Center - Parbhani 8,Parbhani,Retail,Sales Techniques,Industry Training Center,97,59,Yes,Yes,12,15,13,16,3,5.08,9,18966,No Certification,1,36,center464@skilldev.maharashtra.gov.in,+91-9457235770
TC_0465,Skill Development Center - Gondia 7,Gondia,Telecommunications,Tower Technician,NSDC Partner,68,53,Yes,No,13,2,2,19,37,69.81,1,9919,State Government,6,58,center465@skilldev.maharashtra.gov.in,+91-9214834354
TC_0466,Skill Development Center - Sangli 1,Sangli,Logistics,Packaging Technology,Private Training Provider,205,175,Yes,Yes,6,14,5,16,38,21.71,12,2774,No Certification,7,59,center466@skilldev.maharashtra.gov.in,+91-9262495992
TC_0467,Skill Development Center - Wardha 6,Wardha,Banking & Finance,Financial Services,Government ITI,209,172,No,Yes,14,15,7,15,6,3.49,2,40896,State Government,7,20,center467@skilldev.maharashtra.gov.in,+91-9666606615
TC_0468,Skill Development Center - Aurangabad 9,Aurangabad,Food Processing,Packaging Technology,Private Training Provider,207,175,No,Yes,10,5,1,18,49,28.0,2,24628,NSDC,1,19,center468@skilldev.maharashtra.gov.in,+91-9461087497
TC_0469,Skill Development Center - Gadchiroli 2,Gadchiroli,Retail,Sales Techniques,Government ITI,295,250,Yes,No,1,5,2,6,75,30.0,12,33143,NSDC,3,25,center469@skilldev.maharashtra.gov.in,+91-9041869388
TC_0470,Skill Development Center - Nanded 5,Nanded,Automotive,Vehicle Painting,NSDC Partner,144,100,No,No,7,11,5,1,68,68.0,1,37423,State Government,7,22,center470@skilldev.maharashtra.gov.in,+91-9544307958
TC_0471,Skill Development Center - Jalna 8,Jalna,Construction,Electrical Installation,NSDC Partner,201,137,No,Yes,5,9,1,3,75,54.74,2,16706,No Certification,7,23,center471@skilldev.maharashtra.gov.in,+91-9657417567
TC_0472,Skill Development Center - Satara 7,Satara,Telecommunications,Field Service,Private Training Provider,112,93,Yes,Yes,6,7,1,15,3,3.23,9,29869,NSDC,6,21,center472@skilldev.maharashtra.gov.in,+91-9056761704
TC_0473,Skill Development Center - Nandurbar 1,Nandurbar,Retail,Inventory Management,Private Training Provider,255,250,No,No,2,5,3,6,73,29.2,2,36114,NSDC,6,38,center473@skilldev.maharashtra.gov.in,+91-9949973132
TC_0474,Skill Development Center - Jalna 9,Jalna,Tourism & Hospitality,Tour Guide,NSDC Partner,130,82,No,Yes,14,4,3,9,56,68.29,3,49790,State Government,9,54,center474@skilldev.maharashtra.gov.in,+91-9674197625
TC_0475,Skill Development Center - Washim 2,Washim,Logistics,Warehouse Management,NSDC Partner,277,215,Yes,Yes,6,9,3,12,146,67.91,12,44203,No Certification,8,27,center475@skilldev.maharashtra.gov.in,+91-9715921000
TC_0476,Skill Development Center - Satara 7,Satara,IT & Software,Cybersecurity,Government ITI,80,78,Yes,No,11,7,5,13,22,28.21,1,5345,Industry Certified,0,16,center476@skilldev.maharashtra.gov.in,+91-9347858113
TC_0477,Skill Development Center - Osmanabad 2,Osmanabad,Agriculture,Food Processing,NGO,223,80,Yes,No,12,12,1,12,54,67.5,12,49918,No Certification,7,43,center477@skilldev.maharashtra.gov.in,+91-9856092281
TC_0478,Skill Development Center - Akola 7,Akola,Retail,Customer Service,Government ITI,60,52,No,Yes,1,2,2,8,38,73.08,9,15333,No Certification,8,9,center478@skilldev.maharashtra.gov.in,+91-9835944824
TC_0479,Skill Development Center - Chandrapur 2,Chandrapur,Media,Graphic Design,Government ITI,204,188,No,Yes,2,11,2,13,50,26.6,12,434,NSDC,6,22,center479@skilldev.maharashtra.gov.in,+91-9098068015
TC_0480,Skill Development Center - Sindhudurg 5,Sindhudurg,Manufacturing,CNC Operation,Industry Training Center,97,42,No,Yes,10,9,1,1,13,30.95,3,33331,No Certification,1,32,center480@skilldev.maharashtra.gov.in,+91-9972906182
TC_0481,Skill Development Center - Thane 1,Thane,Construction,Masonry,NSDC Partner,290,170,No,Yes,3,13,9,15,135,79.41,9,774,NSDC,10,21,center481@skilldev.maharashtra.gov.in,+91-9999019412
TC_0482,Skill Development Center - Akola 4,Akola,Textile,Textile Processing,Private Training Provider,140,86,No,Yes,6,6,5,6,26,30.23,2,42267,NSDC,2,44,center482@skilldev.maharashtra.gov.in,+91-9324632575
TC_0483,Skill Development Center - Latur 6,Latur,IT & Software,Data Analytics,NGO,218,116,Yes,Yes,6,8,2,8,17,14.66,2,32199,No Certification,9,1,center483@skilldev.maharashtra.gov.in,+91-9956529040
TC_0484,Skill Development Center - Parbhani 5,Parbhani,Telecommunications,Network Installation,Industry Training Center,280,251,Yes,Yes,3,3,1,15,163,64.94,12,36456,NSDC,8,32,center484@skilldev.maharashtra.gov.in,+91-9450119839
TC_0485,Skill Development Center - Raigad 5,Raigad,Telecommunications,Field Service,NSDC Partner,102,55,No,Yes,7,7,6,15,32,58.18,3,14359,No Certification,0,50,center485@skilldev.maharashtra.gov.in,+91-9074931916
TC_0486,Skill Development Center - Nashik 4,Nashik,Manufacturing,Welding Technology,Industry Training Center,272,102,Yes,No,6,9,6,1,53,51.96,1,20503,NSDC,3,16,center486@skilldev.maharashtra.gov.in,+91-9774764629
TC_0487,Skill Development Center - Osmanabad 7,Osmanabad,Retail,Retail Management,Private Training Provider,254,245,No,No,11,12,8,8,105,42.86,2,23015,State Government,0,16,center487@skilldev.maharashtra.gov.in,+91-9287107154
TC_0488,Skill Development Center - Kolhapur 3,Kolhapur,Media,Video Editing,Industry Training Center,263,138,Yes,Yes,12,11,10,5,57,41.3,2,41721,No Certification,0,9,center488@skilldev.maharashtra.gov.in,+91-9198035893
